alumniId,name,normalizedName,description,source,clusterId,embedding
alumni-a5b1c62aaf44,Peb Ruswono Aryan,peb ruswono aryan,,https://github.com/burhansa25/graph,,
alumni-2cf5af3f0d06,Perry Warjiyo,perry warjiyo,,https://github.com/burhansa25/graph,,
alumni-0a2a727070ad,Piet Alexander Tallo,piet alexander tallo,,https://github.com/burhansa25/graph,,
alumni-896fac65e0d5,Poltak Maruli John Liberty Hutagaol,poltak maruli john liberty hutagaol,,https://github.com/burhansa25/graph,,
alumni-dd6a147d343f,Poltak Maruli John Liberty Hutagaol,poltak maruli john liberty hutagaol,,https://github.com/burhansa25/graph,,
alumni-50a203d9a42e,Prabowo Subianto,prabowo subianto,,https://github.com/burhansa25/graph,,
alumni-3998da15865f,Pratikno,pratikno,,https://github.com/burhansa25/graph,,
alumni-3db6a0cf5610,Pri Pambudi Teguh,pri pambudi teguh,,https://github.com/burhansa25/graph,,
alumni-eb961865f756,Prigi Arisandi,prigi arisandi,,https://github.com/burhansa25/graph,,
alumni-90ccc6723d10,Princess Megonondo,princess megonondo,,https://github.com/burhansa25/graph,,
alumni-cac3980fc5bd,Purnomo Yusgiantoro,purnomo yusgiantoro,,https://github.com/burhansa25/graph,,
alumni-5d474b486866,Putih Sari,putih sari,,https://github.com/burhansa25/graph,,
alumni-b696c416e8b9,Putri Marino,putri marino,,https://github.com/burhansa25/graph,,
alumni-123e7513ddb2,Putri Raemawasti,putri raemawasti,,https://github.com/burhansa25/graph,,
alumni-d21a7700cb89,Rachmadi Bambang Sumadhijo,rachmadi bambang sumadhijo,,https://github.com/burhansa25/graph,,
alumni-1c6cba41b5cd,Rachmat Witoelar,rachmat witoelar,,https://github.com/burhansa25/graph,,
alumni-7ed438a4eecd,Rahma Landy Sjahruddin,rahma landy sjahruddin,,https://github.com/burhansa25/graph,,
alumni-faa7f3320503,Rais Abin,rais abin,,https://github.com/burhansa25/graph,,
alumni-546fce9eac6c,Raisa (singer),raisa (singer),,https://github.com/burhansa25/graph,,
alumni-2f67773d0ca0,Raja Inal Siregar,raja inal siregar,,https://github.com/burhansa25/graph,,
alumni-23c9e073ea0b,Ram Soraya,ram soraya,,https://github.com/burhansa25/graph,,
alumni-bbc1fe97cb24,Randy Pangalila,randy pangalila,,https://github.com/burhansa25/graph,,
alumni-fe0803a93d36,Ratna Ani Lestari,ratna ani lestari,,https://github.com/burhansa25/graph,,
alumni-18e7b47f0a53,Ratna Eka Suminar,ratna eka suminar,,https://github.com/burhansa25/graph,,
alumni-61f55b7c6526,Razie Jachya,razie jachya,,https://github.com/burhansa25/graph,,
alumni-aecf4e69ac06,Reda Manthovani,reda manthovani,,https://github.com/burhansa25/graph,,
alumni-d1866cc8e8a2,Reini Wirahadikusumah,reini wirahadikusumah,,https://github.com/burhansa25/graph,,
alumni-7605dc38093f,Rendra,rendra,,https://github.com/burhansa25/graph,,
alumni-cbc19d45af97,Rengga Prakoso Nugroho,rengga prakoso nugroho,,https://github.com/burhansa25/graph,,
alumni-d1e581296ff2,Retno Marsudi,retno marsudi,,https://github.com/burhansa25/graph,,
alumni-022376111982,Rico Waas,rico waas,,https://github.com/burhansa25/graph,,
alumni-c3c1a11c4100,Rico Waas,rico waas,,https://github.com/burhansa25/graph,,
alumni-b8b3b630ad6b,Ridwan Kamil,ridwan kamil,,https://en.wikipedia.org/wiki/Ridwan_Kamil,,
alumni-a9d93ad52e30,Rizal Effendi,rizal effendi,,https://github.com/burhansa25/graph,,
alumni-316d48995684,Rizal Mallarangeng,rizal mallarangeng,,https://github.com/burhansa25/graph,,
alumni-5f27cbb8f567,Rizal Ramli,rizal ramli,,https://github.com/burhansa25/graph,,
alumni-b06105b6e01b,Robert Budi Hartono,robert budi hartono,,https://github.com/burhansa25/graph,,
alumni-1a66c0809259,Rohidin Mersyah,rohidin mersyah,,https://github.com/burhansa25/graph,,
alumni-bf4b4ac6844a,Rohidin Mersyah,rohidin mersyah,,https://github.com/burhansa25/graph,,
alumni-1c6074e3f8b8,Roosseno Soerjohadikoesoemo,roosseno soerjohadikoesoemo,,https://github.com/burhansa25/graph,,
alumni-31d687141c11,Roy Suryo,roy suryo,,https://github.com/burhansa25/graph,,
alumni-1c35d4e54a6e,Rozik Boedioro Soetjipto,rozik boedioro soetjipto,,https://github.com/burhansa25/graph,,
alumni-33ca3b6f5e38,Rui Maria de Araújo,rui maria de araújo,,https://github.com/burhansa25/graph,,
alumni-ef3e4f3d617c,Rui Maria de Araújo,rui maria de araújo,,https://github.com/burhansa25/graph,,
alumni-5426d6c5ac5e,Rusdi Kirana,rusdi kirana,,https://github.com/burhansa25/graph,,
alumni-03f4e899428d,Rustam Effendy Nainggolan,rustam effendy nainggolan,,https://github.com/burhansa25/graph,,
alumni-2183d001692f,Ryamizard Ryacudu,ryamizard ryacudu,,https://github.com/burhansa25/graph,,
alumni-08b01f31e41d,Sabrina Chairunnisa,sabrina chairunnisa,,https://github.com/burhansa25/graph,,
alumni-a1c8bb898665,Safaruddin (politician),safaruddin (politician),,https://github.com/burhansa25/graph,,
alumni-0ecaef26b18c,Sahati Suharto,sahati suharto,,https://github.com/burhansa25/graph,,
alumni-328911f354b4,Sahbirin Noor,sahbirin noor,,https://github.com/burhansa25/graph,,
alumni-fea6fda58a6e,Sahruddin Jamal,sahruddin jamal,,https://github.com/burhansa25/graph,,
alumni-6abfbd995d8c,Saiful Akbar,saiful akbar,,https://github.com/burhansa25/graph,,
alumni-62392e066823,Sakdiyah Ma'ruf,sakdiyah ma'ruf,,https://github.com/burhansa25/graph,,
alumni-4b708c13c8a0,Sakti Wahyu Trenggono,sakti wahyu trenggono,,https://github.com/burhansa25/graph,,
alumni-d137e73d8960,Sakti Wahyu Trenggono,sakti wahyu trenggono,,https://github.com/burhansa25/graph,,
alumni-3a65759e9c28,Salahuddin Wahid,salahuddin wahid,,https://github.com/burhansa25/graph,,
alumni-39921bdb5818,Saldi Isra,saldi isra,,https://github.com/burhansa25/graph,,
alumni-bbb469f9f9ee,Saldi Isra,saldi isra,,https://en.wikipedia.org/wiki/Saldi_Isra,,
alumni-c68e517a1091,Saldi Isra,saldi isra,,https://github.com/burhansa25/graph,,
alumni-671e79d84aa6,Saleh Lasata,saleh lasata,,https://github.com/burhansa25/graph,,
alumni-67c1fe1a8a15,Salundik Gohong,salundik gohong,,https://github.com/burhansa25/graph,,
alumni-3aec24d8c1e5,Samaun Samadikun,samaun samadikun,,https://github.com/burhansa25/graph,,
alumni-196ea66f1415,Samsul Rizal,samsul rizal,,https://github.com/burhansa25/graph,,
alumni-e249de692b96,Sang Nyoman Sedana Arta,sang nyoman sedana arta,,https://github.com/burhansa25/graph,,
alumni-2d02e93716ac,Saparinah Sadli,saparinah sadli,,https://github.com/burhansa25/graph,,
alumni-5e06d1c7b2f2,Satryo Brodjonegoro,satryo brodjonegoro,,https://github.com/burhansa25/graph,,
alumni-5315ff6dd87d,Satya Widya Yudha,satya widya yudha,,https://github.com/burhansa25/graph,,
alumni-e834baf464cd,Saud Purwanto Krisnawan,saud purwanto krisnawan,,https://github.com/burhansa25/graph,,
alumni-710505c0a151,Sayuti Abubakar,sayuti abubakar,,https://github.com/burhansa25/graph,,
alumni-b9c423e6d66f,Sayuti Abubakar,sayuti abubakar,,https://github.com/burhansa25/graph,,
alumni-50519a4dcc8e,Setiadi Reksoprodjo,setiadi reksoprodjo,,https://github.com/burhansa25/graph,,
alumni-1a72692aa562,Shaimoery Wignjo Soebroto,shaimoery wignjo soebroto,,https://github.com/burhansa25/graph,,
alumni-b418f7d5edd8,Shaleh Muhamad Aldjufri,shaleh muhamad aldjufri,,https://github.com/burhansa25/graph,,
alumni-e40e0396b10c,Sidharto Reza Suryodipuro,sidharto reza suryodipuro,,https://github.com/burhansa25/graph,,
alumni-26b45a3a9c24,Sientje Sondakh Mandey,sientje sondakh mandey,,https://github.com/burhansa25/graph,,
alumni-76ef73b93857,Sientje Sondakh Mandey,sientje sondakh mandey,,https://github.com/burhansa25/graph,,
alumni-797e45d1a5aa,Sigit Pamungkas,sigit pamungkas,,https://github.com/burhansa25/graph,,
alumni-272601dbc358,Simon Soekarno,simon soekarno,,https://github.com/burhansa25/graph,,
alumni-9e0dd9f149ce,Sintong Panjaitan,sintong panjaitan,,https://github.com/burhansa25/graph,,
alumni-485d6ff1742c,Sinyo Harry Sarundajang,sinyo harry sarundajang,,https://github.com/burhansa25/graph,,
alumni-f7edd57aa14b,Sinyo Harry Sarundajang,sinyo harry sarundajang,,https://github.com/burhansa25/graph,,
alumni-fb27c30908ec,Siswo Pramono,siswo pramono,,https://github.com/burhansa25/graph,,
alumni-231175d9574f,Siswono Yudo Husodo,siswono yudo husodo,,https://github.com/burhansa25/graph,,
alumni-eae060c89b1b,Siti Chamamah Soeratno,siti chamamah soeratno,,https://github.com/burhansa25/graph,,
alumni-55c1543f62f1,Siti Fadilah,siti fadilah,,https://en.wikipedia.org/wiki/Siti_Fadilah_Supari,,
alumni-46c45b0d143b,Siti Fadilah Supari,siti fadilah supari,,https://github.com/burhansa25/graph,,
alumni-bbd780ca73cf,Siti Hardiyanti Rukmana,siti hardiyanti rukmana,,https://github.com/burhansa25/graph,,
alumni-f5c9a4765630,Siti Mirza Nuria Arifin,siti mirza nuria arifin,,https://github.com/burhansa25/graph,,
alumni-1c4c0db2dcf3,Siti Noordjannah Djohantini,siti noordjannah djohantini,,https://github.com/burhansa25/graph,,
alumni-b8af062e3aa7,Siti Nurbaya Bakar,siti nurbaya bakar,,https://github.com/burhansa25/graph,,
alumni-7822587639ed,Siti Wuryan Prayitno,siti wuryan prayitno,,https://github.com/burhansa25/graph,,
alumni-c83e90ad9df8,Slamet Dajono,slamet dajono,,https://github.com/burhansa25/graph,,
alumni-e76c11b4f57f,Slamet Dajono,slamet dajono,,https://github.com/burhansa25/graph,,
alumni-057b2df8d05c,Soedarsono Hadisapoetro,soedarsono hadisapoetro,,https://github.com/burhansa25/graph,,
alumni-b8541d8c6e68,Soedjana Sapi'ie,soedjana sapi'ie,,https://github.com/burhansa25/graph,,
alumni-9eb23fb4e2b7,Soekisno Hadikoemoro,soekisno hadikoemoro,,https://github.com/burhansa25/graph,,
alumni-87dc0fab59e7,Soemartini,soemartini,,https://github.com/burhansa25/graph,,
alumni-ded2fdf05202,Soemono,soemono,,https://github.com/burhansa25/graph,,
alumni-18ee6cbfbca6,Soeparmanto,soeparmanto,,https://github.com/burhansa25/graph,,
alumni-e1bf3538c919,Soeparto Tjitrodihardjo,soeparto tjitrodihardjo,,https://github.com/burhansa25/graph,,
alumni-26de98782e2f,Soepojo Padmodipoetro,soepojo padmodipoetro,,https://github.com/burhansa25/graph,,
alumni-006856c9ad60,Soetedjo,soetedjo,,https://github.com/burhansa25/graph,,
alumni-fcee7cc50b68,Sofyan Tan,sofyan tan,,https://github.com/burhansa25/graph,,
alumni-10db4f053684,Sondang Tiar Debora Tampubolon,sondang tiar debora tampubolon,,https://github.com/burhansa25/graph,,
alumni-aa36ea120821,Sonia Fergina Citra,sonia fergina citra,,https://github.com/burhansa25/graph,,
alumni-e093772d72ed,Sophie Kirana,sophie kirana,,https://github.com/burhansa25/graph,,
alumni-90d0395b772f,Sri Adiningsih,sri adiningsih,,https://github.com/burhansa25/graph,,
alumni-4b360b7d2eee,Sri Mulyani Indrawati,sri mulyani indrawati,,https://en.wikipedia.org/wiki/Sri_Mulyani,,
alumni-113a9d0e76f2,Stefani Hid,stefani hid,,https://github.com/burhansa25/graph,,
alumni-f60c57836921,Sudhamek Agung Waspodo Sunyoto,sudhamek agung waspodo sunyoto,,https://github.com/burhansa25/graph,,
alumni-dfb9681e4f69,Sudirman Said,sudirman said,,https://github.com/burhansa25/graph,,
alumni-40127489796a,Sudjadi,sudjadi,,https://github.com/burhansa25/graph,,
alumni-f55cf27f4f5c,Sudjadnan Parnohadiningrat,sudjadnan parnohadiningrat,,https://github.com/burhansa25/graph,,
alumni-72b1fc9fba4f,Sudrajat,sudrajat,,https://github.com/burhansa25/graph,,
alumni-b551cd8f85a0,Suhadi Reksowardojo,suhadi reksowardojo,,https://github.com/burhansa25/graph,,
alumni-3f093c5677f7,Suharna Surapranata,suharna surapranata,,https://github.com/burhansa25/graph,,
alumni-03dff1a884e0,Sujamto,sujamto,,https://github.com/burhansa25/graph,,
alumni-b0aaef12fc93,Sukadji Ranuwihardjo,sukadji ranuwihardjo,,https://github.com/burhansa25/graph,,
alumni-4f127979099e,Sukardjan Hadisutikno,sukardjan hadisutikno,,https://github.com/burhansa25/graph,,
alumni-d1e2cdba6470,Sukardjan Hadisutikno,sukardjan hadisutikno,,https://github.com/burhansa25/graph,,
alumni-6e04bf722b01,Sukarno,sukarno,,https://github.com/burhansa25/graph,,
alumni-bd44e61b1b2b,Sulaiman Syarif,sulaiman syarif,,https://github.com/burhansa25/graph,,
alumni-ea5758f9b5f1,Sumahadi,sumahadi,,https://github.com/burhansa25/graph,,
alumni-075bbc6416c5,Sumaryanto,sumaryanto,,https://en.wikipedia.org/wiki/Sumaryanto,,
alumni-b35cfd5ac9ae,Sumaryanto,sumaryanto,,https://en.wikipedia.org/wiki/Sumaryanto,,
alumni-b83e5abf0795,Sumaryanto,sumaryanto,,https://en.wikipedia.org/wiki/Sumaryanto,,
alumni-ae3445821170,Supriatna,supriatna,,https://github.com/burhansa25/graph,,
alumni-161bd455e139,Surono,surono,,https://github.com/burhansa25/graph,,
alumni-b6a79203d03e,Suryadharma Ali,suryadharma ali,,https://github.com/burhansa25/graph,,
alumni-8b1335ae4829,Suryopratomo,suryopratomo,,https://en.wikipedia.org/wiki/Suryopratomo,,
alumni-aa689bc31945,Suryopratomo,suryopratomo,,https://github.com/burhansa25/graph,,
alumni-cab88d75da75,Susanto Pudjomartono,susanto pudjomartono,,https://github.com/burhansa25/graph,,
alumni-48f8f397a347,Susanty Manuhutu,susanty manuhutu,,https://github.com/burhansa25/graph,,
alumni-01c63a7f7709,Susi Pudjiastuti,susi pudjiastuti,,https://github.com/burhansa25/graph,,
alumni-8a424a0c0009,Susilo Sudarman,susilo sudarman,,https://github.com/burhansa25/graph,,
alumni-8ab60ee4f338,Suswono,suswono,,https://github.com/burhansa25/graph,,
alumni-4f2c03e53473,Sutiaji,sutiaji,,https://github.com/burhansa25/graph,,
alumni-a1f3468610db,Sutiyoso,sutiyoso,,https://github.com/burhansa25/graph,,
alumni-f987b873f505,Sutiyoso,sutiyoso,,https://en.wikipedia.org/wiki/Sutiyoso,,
alumni-0a8253ff23dd,Syahda Guruh Langkah Samudera,syahda guruh langkah samudera,,https://github.com/burhansa25/graph,,
alumni-b833a3ca43dd,Syahril Sabirin,syahril sabirin,,https://github.com/burhansa25/graph,,
alumni-ff873f84e1a7,Syahrul,syahrul,,https://github.com/burhansa25/graph,,
alumni-6f349c7fd23b,Syahrul Yasin Limpo,syahrul yasin limpo,,https://github.com/burhansa25/graph,,
alumni-763c882dd85a,Syamsuar,syamsuar,,https://github.com/burhansa25/graph,,
alumni-89b9fa9ff7dd,Syamsuar,syamsuar,,https://github.com/burhansa25/graph,,
alumni-b861dc40f7a1,Syarwan Hamid,syarwan hamid,,https://github.com/burhansa25/graph,,
alumni-6b5f611119a0,Tan Lioe Ie,tan lioe ie,,https://github.com/burhansa25/graph,,
alumni-2af1a9ed18c4,Tandiyo Rahayu,tandiyo rahayu,,https://github.com/burhansa25/graph,,
alumni-4a1297e6efe4,Tandiyo Rahayu,tandiyo rahayu,,https://github.com/burhansa25/graph,,
alumni-40f3bf64b799,Tanri Abeng,tanri abeng,,https://github.com/burhansa25/graph,,
alumni-ca041cf72424,Tanri Abeng,tanri abeng,,https://github.com/burhansa25/graph,,
alumni-bb2cbaa85323,Tatacipta Dirgantara,tatacipta dirgantara,,https://github.com/burhansa25/graph,,
alumni-d090b06d7604,Tati Suryati Syamsudin,tati suryati syamsudin,,https://github.com/burhansa25/graph,,
alumni-053b8c5fc8b1,Taufik Basari,taufik basari,,https://github.com/burhansa25/graph,,
alumni-7fb2edee7cbc,Taufik Kurniawan,taufik kurniawan,,https://github.com/burhansa25/graph,,
alumni-6b9cdd1aee73,Taufikurrahman Saleh,taufikurrahman saleh,,https://github.com/burhansa25/graph,,
alumni-04b15a7198a3,Taufiq Kiemas,taufiq kiemas,,https://github.com/burhansa25/graph,,
alumni-6d2b2c4afd8f,Tedjo Edhy Purdijatno,tedjo edhy purdijatno,,https://github.com/burhansa25/graph,,
alumni-4eb1e29727ad,Teguh Setyabudi,teguh setyabudi,,https://github.com/burhansa25/graph,,
alumni-88036ebc683b,Teguh Setyabudi,teguh setyabudi,,https://github.com/burhansa25/graph,,
alumni-e149c5781c06,Tengku Erry Nuradi,tengku erry nuradi,,https://github.com/burhansa25/graph,,
alumni-686785f9724e,Terawan Agus Putranto,terawan agus putranto,,https://github.com/burhansa25/graph,,
alumni-d39a2086c8f9,Terawan Agus Putranto,terawan agus putranto,,https://github.com/burhansa25/graph,,
alumni-fed3227f385f,Terawan Agus Putranto,terawan agus putranto,,https://github.com/burhansa25/graph,,
alumni-9e512b35f143,Tiago Amaral Sarmento,tiago amaral sarmento,,https://github.com/burhansa25/graph,,
alumni-a6ad9ac7bee5,Tiara Andini,tiara andini,,https://github.com/burhansa25/graph,,
alumni-2ac0ee33824d,Tifauzia Tyassuma,tifauzia tyassuma,,https://github.com/burhansa25/graph,,
alumni-e02ad8633b13,Tika Panggabean,tika panggabean,,https://github.com/burhansa25/graph,,
alumni-0fbe01d63969,Titarubi,titarubi,,https://github.com/burhansa25/graph,,
alumni-90d14e916de3,Tjahjo Kumolo,tjahjo kumolo,,https://github.com/burhansa25/graph,,
alumni-28cc68888561,Tjilik Riwut,tjilik riwut,,https://github.com/burhansa25/graph,,
alumni-0c0c736684a0,Tjokorda Gde Surya Putra,tjokorda gde surya putra,,https://github.com/burhansa25/graph,,
alumni-40590e46631b,Tjokorda Raka Sukawati,tjokorda raka sukawati,,https://github.com/burhansa25/graph,,
alumni-76aa5332baa4,Tjokorda Raka Sukawati,tjokorda raka sukawati,,https://github.com/burhansa25/graph,,
alumni-6a8d637beced,Tri Budi Utomo,tri budi utomo,,https://github.com/burhansa25/graph,,
alumni-964f6b1a0d3a,Tri Mumpuni,tri mumpuni,,https://github.com/burhansa25/graph,,
alumni-cfbc50783b40,Tri Rismaharini,tri rismaharini,,https://github.com/burhansa25/graph,,
alumni-f7e3b2f5f0c8,Trimarjono,trimarjono,,https://github.com/burhansa25/graph,,
alumni-c3c9f5462a5b,Try Sutrisno,try sutrisno,,https://github.com/burhansa25/graph,,
alumni-2d1da94f751a,Tubagus Hasanuddin,tubagus hasanuddin,,https://github.com/burhansa25/graph,,
alumni-dcc275e60406,Tumpal Tampubolon,tumpal tampubolon,,https://github.com/burhansa25/graph,,
alumni-7d42a2da5445,Ucu Agustin,ucu agustin,,https://github.com/burhansa25/graph,,
alumni-7590b07fd0dd,Umbu Dedu Ngara,umbu dedu ngara,,https://github.com/burhansa25/graph,,
alumni-763bb21b5a5b,Umi Dachlan,umi dachlan,,https://github.com/burhansa25/graph,,
alumni-843293c26d6f,Valina Singka Subekti,valina singka subekti,,https://github.com/burhansa25/graph,,
alumni-b1c6a4cc0770,Vania Fitryanti,vania fitryanti,,https://github.com/burhansa25/graph,,
alumni-693f04f0fb17,Vedi Kurnia Buana,vedi kurnia buana,,https://github.com/burhansa25/graph,,
alumni-43d2747565a1,Vicky Lumentut,vicky lumentut,,https://github.com/burhansa25/graph,,
alumni-f7aa33a3c218,Vicky Lumentut,vicky lumentut,,https://github.com/burhansa25/graph,,
alumni-f0acfb31a923,Vincentius Sonny Loho,vincentius sonny loho,,https://github.com/burhansa25/graph,,
alumni-0aca5853a695,W. T. P. Simarmata,w. t. p. simarmata,,https://github.com/burhansa25/graph,,
alumni-8fcd465d9850,Wahid Supriyadi,wahid supriyadi,,https://github.com/burhansa25/graph,,
alumni-42719c1b8df1,Wahiduddin Adams,wahiduddin adams,,https://github.com/burhansa25/graph,,
alumni-84959788b4fd,Wajid Fauzi,wajid fauzi,,https://github.com/burhansa25/graph,,
alumni-f9ea926e1f4e,Wajid Fauzi,wajid fauzi,,https://github.com/burhansa25/graph,,
alumni-d51dd52d2bf6,Wan Ahmad Dahlan Abdul Aziz,wan ahmad dahlan abdul aziz,,https://github.com/burhansa25/graph,,
alumni-5f082ced1add,Wardojo,wardojo,,https://github.com/burhansa25/graph,,
alumni-35235fdb7705,Werry Darta Taifur,werry darta taifur,,https://en.wikipedia.org/wiki/Werry_Darta_Taifur,,
alumni-1b709c7db875,Wibi Andrino,wibi andrino,,https://github.com/burhansa25/graph,,
alumni-5ce3394f1f29,Wibi Andrino,wibi andrino,,https://github.com/burhansa25/graph,,
alumni-90670599897a,Widi Prasetijono,widi prasetijono,,https://github.com/burhansa25/graph,,
alumni-04b0cfbdd58a,Widodo Adi Sutjipto,widodo adi sutjipto,,https://github.com/burhansa25/graph,,
alumni-e494e3b9cf4b,Widyasari Her Nugrahandika,widyasari her nugrahandika,,https://github.com/burhansa25/graph,,
alumni-0b0a492bcbb4,Wikan Sakarinto,wikan sakarinto,,https://github.com/burhansa25/graph,,
alumni-ceb6a4e35f82,William Tanuwijaya,william tanuwijaya,,https://github.com/burhansa25/graph,,
alumni-97af5c138580,Willy Susilo,willy susilo,,https://github.com/burhansa25/graph,,
alumni-cb41f8d462ec,Wiranto Arismunandar,wiranto arismunandar,,https://en.wikipedia.org/wiki/Wiranto_Arismunandar,,
alumni-d94a874395bc,Wiranto Arismunandar,wiranto arismunandar,,https://en.wikipedia.org/wiki/Wiranto_Arismunandar,,
alumni-bdf3eae09e4b,Witjaksono Adji,witjaksono adji,,https://github.com/burhansa25/graph,,
alumni-fb15673ba669,Yahya Cholil Staquf,yahya cholil staquf,,https://github.com/burhansa25/graph,,
alumni-1b7d3b4ddcd2,Yahya Harahap,yahya harahap,,https://github.com/burhansa25/graph,,
alumni-36edc3f1a1eb,Yasonna Laoly,yasonna laoly,,https://github.com/burhansa25/graph,,
alumni-5152313d084d,Yeni Rosa Damayanti,yeni rosa damayanti,,https://github.com/burhansa25/graph,,
alumni-c048e2a934c0,Yenny Wahid,yenny wahid,,https://github.com/burhansa25/graph,,
alumni-54c857de37cd,Yosep Anggi Noen,yosep anggi noen,,https://github.com/burhansa25/graph,,
alumni-2e636296614f,Yudas Sabaggalet,yudas sabaggalet,,https://github.com/burhansa25/graph,,
alumni-3ec941a3f8d2,Yuhara Sukra,yuhara sukra,,https://github.com/burhansa25/graph,,
alumni-707c31dfd809,Yuli Mumpuni Widarso,yuli mumpuni widarso,,https://github.com/burhansa25/graph,,
alumni-dbe0c651ea02,Yvonne Mewengkang,yvonne mewengkang,,https://github.com/burhansa25/graph,,
alumni-1b681d47f9a7,Zaenal Ma'arif,zaenal ma'arif,,https://github.com/burhansa25/graph,,
alumni-8be2f2370687,Zaenal Ma'arif,zaenal ma'arif,,https://github.com/burhansa25/graph,,
alumni-9e1be8edf72a,Zainal Arifin Mochtar,zainal arifin mochtar,,https://github.com/burhansa25/graph,,
alumni-545b2361a802,Zainal Arifin Paliwang,zainal arifin paliwang,,https://github.com/burhansa25/graph,,
alumni-be0c27831129,Zainal Arifin Paliwang,zainal arifin paliwang,,https://github.com/burhansa25/graph,,
alumni-8921692aeae9,Zuiyen Rais,zuiyen rais,,https://github.com/burhansa25/graph,,
alumni-f575ce582fb5,Zuiyen Rais,zuiyen rais,,https://github.com/burhansa25/graph,,
